LNR,RESPONSE
1754,0.09857402221388899
1770,0.085405646340733
1465,0.07878127742719118
1470,0.08662267586323859
1478,0.08656730515009745
1782,0.08630862324354542
1485,0.08613154165239775
1519,0.0795329876590307
1835,0.07619270277861022
1522,0.07248011807780999
1539,0.08513868927838786
1853,0.0682319658511088
1856,0.0757805259440696
2502,0.08267594380490796
2182,0.08740559554910474
2191,0.08797089348454858
2522,0.08261419023885194
2530,0.07724385779220189
2215,0.08115202439262877
2550,0.08365842052831622
2570,0.09214625854372716
2574,0.0907863592898529
2579,0.09084768604285859
2247,0.09016018565405753
2674,0.08243783975561264
11434,0.07952845740351491
11122,0.08991132311551502
11127,0.09122068630840102
11443,0.09183182132095882
11170,0.0837063076573894
11191,0.07780520617786149
11198,0.0888890622091581
10936,0.08397190474332807
11244,0.10506846527295666
11247,0.08983770390692095
11252,0.08621041105388916
11259,0.08380032690782072
10945,0.07209174925665965
10951,0.08681170255651877
11271,0.08821961839101988
10963,0.09004865880717192
11282,0.09135675913540828
11291,0.08114692381963999
10980,0.07166174789013378
10994,0.07126652656436144
10998,0.0837063076573894
11303,0.07609331879271534
11630,0.08054085083114107
11636,0.0862265207508809
11949,0.094168405146159
11950,0.0825149713337166
11956,0.1021888873804022
11648,0.0837063076573894
11653,0.08891056246154092
11967,0.08166287103393703
11972,0.0730537196194374
11975,0.08528254103307958
12110,0.10708744142694344
12113,0.08213259459247645
11712,0.08266119576742945
11716,0.08406619494383027
12000,0.07584875376645157
11722,0.08399387083186434
12023,0.0837063076573894
12046,0.08000281930048274
11762,0.08380032690782072
12071,0.07920894889913319
12077,0.08813837034418974
11785,0.09370988517192516
11788,0.0804411394324842
11790,0.07675303407963024
11800,0.0901602071205633
11806,0.07632102332469905
11816,0.05970735359386101
11505,0.07696454354692865
11837,0.08595457474937987
11531,0.09114692795905702
11848,0.08247772912019938
11854,0.07285379891143043
11877,0.07901114925332926
11563,0.08406776594823248
11567,0.08061212044833789
11894,0.07525022925235493
11906,0.0989475966165002
11917,0.0837063076573894
11610,0.0837063076573894
11923,0.0873520628062015
12596,0.0899398281858767
12603,0.08230589544126178
12608,0.07674230262761651
12633,0.08763018954038534
12637,0.10102239774121012
21484,0.08380032690782072
21184,0.07491605890552316
21247,0.08813159715391437
20991,0.08122650102039913
21018,0.09128541073354253
21019,0.0848866517765089
21047,0.0736594785531726
21054,0.0771952698531999
21374,0.07817206953392118
21392,0.09640614586746231
21713,0.0756303597471565
22019,0.07922533995637172
22025,0.08714085079050365
21722,0.08736639823992154
21728,0.08024035704523162
22039,0.0837063076573894
22044,0.10477167572804716
61900,0.08529688310833301
62548,0.08553210487009298
63176,0.08141674289245343
64473,0.09084386182300996
64779,0.08935213416479017
64780,0.08144577360295144
64784,0.0849793216922516
65105,0.0837063076573894
65431,0.07287900563495492
65433,0.0790412951274541
66055,0.07661662342076184
66071,0.0837063076573894
61280,0.08744996897495763
61281,0.07378287289302264
61284,0.08450431584940676
61597,0.08512824938825107
61606,0.08081386409561239
62235,0.0858696781801992
62240,0.07482918360754164
62241,0.06300869150667203
62555,0.07887286665021821
62557,0.08527842012439625
62565,0.08558137666543397
62566,0.08550140666995222
63515,0.08516033830788368
63524,0.0908230932804999
64797,0.08427614129762524
65116,0.08406619494383027
75249,0.0845205024670455
75253,0.09267760415050372
75575,0.08387771061558104
76212,0.07047506001243192
71422,0.08890475067594134
72059,0.0661243769454493
72060,0.08819988456108772
72383,0.08409837944012218
72386,0.07847067320016979
72700,0.07509324570437631
72715,0.07049161690994724
73028,0.08027136055700101
73346,0.09137019023762284
73658,0.08132743276591542
73662,0.09058003897389072
73666,0.08247216748119586
73668,0.08235635052970354
73985,0.08135502967550837
74299,0.07731110919056225
74310,0.07689837188887107
74312,0.09167793568895165
74619,0.09358706062585732
74620,0.06895236892364202
74627,0.07780308156334896
74938,0.08536789490057957
74952,0.07258514843589041
75911,0.10986058185920543
75913,0.08500282239768461
76221,0.0785529371264181
76227,0.0823858428410324
71448,0.07677411167394083
15887,0.07709350062905866
15498,0.08239389095983969
15504,0.08206692241675374
15507,0.08556939992929342
15521,0.09139162905059314
24403,0.08760049590770845
24100,0.0897507986182842
24436,0.09334316602121295
24440,0.07493817046403249
24442,0.08397190474332807
24148,0.10030751252790004
24149,0.0986174536886695
24155,0.0831289526120353
24458,0.07544361071103457
24169,0.06989784260749249
24477,0.08571120521086034
24479,0.08455111809849171
24486,0.0717669737191489
24190,0.08873175186569443
24515,0.06744623751316517
24214,0.09686004849854425
25183,0.0837063076573894
25207,0.07548233121700372
24889,0.09072217400569908
24890,0.0908795082368913
25226,0.08107905324176327
25232,0.08509209624877703
25244,0.09285872949446147
25339,0.09447839237899434
25355,0.09162006575456873
24958,0.06219942843128747
25277,0.09270430212815542
25286,0.08634982714671173
24988,0.0837063076573894
25298,0.08816243613379025
25309,0.08130140885218054
25315,0.07942648707483352
25014,0.08387771061558104
25322,0.07170485070019819
25333,0.08342034065265613
25025,0.08264737113940226
24726,0.08233895209287574
24735,0.08380032690782072
25055,0.09451760966852264
25056,0.0740321731957922
24746,0.07640734459821887
25061,0.08618414414460968
25067,0.0782167819777573
25074,0.08084640074270384
24773,0.08733959170126161
25080,0.08380032690782072
25086,0.07790773825726087
25088,0.08039585402166187
24777,0.0858060202839561
24796,0.08315610008652996
25104,0.08154082840163773
24806,0.07219290858214089
25118,0.07688842707196408
24822,0.08387771061558104
82811,0.08833385398824181
83449,0.0711066083587589
83459,0.08380032690782072
83770,0.0837063076573894
84091,0.09693271900258206
84096,0.08977151539752905
84737,0.08966182935344912
85048,0.08389444209221093
85049,0.1022957593742788
85051,0.08437127797314475
85369,0.07641824220099726
85374,0.07873182723236266
85380,0.07898839824987167
82190,0.07515003739958888
82505,0.08521547385183519
82515,0.08444413022648493
82517,0.08131333113532682
82821,0.08146640636858485
83140,0.08542823798705512
788,0.07550978964026461
1102,0.07883194777551474
1109,0.0861163348101199
821,0.07352396252602578
829,0.0873423724936242
837,0.08554568898640799
845,0.08269143373396803
1163,0.07707975827769724
861,0.08380032690782072
899,0.08052059787384772
1207,0.09066759893466815
906,0.08375648254114217
1221,0.09250978257514994
1545,0.08146766204681079
1546,0.06990300807109434
1555,0.0976950538665569
1556,0.08388754570184796
1879,0.08536115001775389
1885,0.08629342926675623
1593,0.08795897792480577
1902,0.07951451112055745
1611,0.10355474766179071
1921,0.07345420395164383
1927,0.08589600016972475
1651,0.08710933277587081
1978,0.08326538570293573
1718,0.09240966940284624
1722,0.08668285744787164
1734,0.06019037544144288
41705,0.09456187745503958
41711,0.0837063076573894
41712,0.07490030089093709
42029,0.0888084215828197
42347,0.07382443964635627
42352,0.07649246056917587
42353,0.08174417742237393
42671,0.07410156366675952
42987,0.06869358063887722
43310,0.0809182162078955
